New,dl_bler,ul_bler,conn_avg,conn_max,interx2in_succ_rate,interx2out_succ_rate,intraenb_succ_rate,dl_prb,ul_prb,reconfig_succ_rate
1004_0-20210925-7,10.469833187122,17.640511790461,20.1261812117843,33.0,98.1578947368421,100.0,100.0,23.8432716927454,13.1174964438122,99.7267759562842
1004_0-20210925-8,9.82145872785931,21.5826117338492,21.7726514730406,34.0,98.0461811722913,100.0,100.0,22.599573257468,15.978093883357,99.0040460628696
1004_0-20210925-9,10.6739788409346,29.2313661907424,27.89,50.0,97.8193146417446,99.7785160575858,99.7668997668998,31.2022727272727,26.4509375,99.0156269226037
1004_0-20210925-10,11.5876414594631,31.9247935657968,26.4118954974986,43.0,97.2426470588235,100.0,99.7816593886463,34.2190327169275,29.8473541963016,98.6895030491761
1004_0-20210925-11,11.3193659362774,27.7341045933964,28.3051695386326,44.0,97.1841155234657,99.9239543726236,99.8601398601399,48.8395874822191,37.2586201991465,98.422090729783
1004_0-20210925-12,12.5077164157842,30.9942616483386,23.4924958310172,41.0,97.5629569455727,99.8297872340426,100.0,35.5178093883357,27.8077240398293,98.6484660089201
1004_0-20210925-13,12.4789729894473,31.346743134691,23.1395219566426,38.0,97.4978429680759,100.0,99.6850393700787,39.7225035561878,25.2409672830726,98.1420626895854
1004_0-20210925-14,13.7619461337967,32.7622586242801,19.3922222222222,36.0,97.3333333333333,99.5287464655985,99.8493975903614,36.2096870554765,26.8309672830725,98.5737391560065
1004_0-20210925-15,12.5877947884458,26.9336089666407,24.1445247359644,43.0,96.2233169129721,99.818676337262,99.7354497354497,42.5864295874822,31.7926742532006,98.4679304076863
1004_0-20210925-16,12.1721812466615,32.4428436917384,24.1395219566426,39.0,97.3920130399348,99.9113475177305,99.878197320341,41.7090469416785,28.6462588904694,98.9814602883955
1004_0-20210925-17,12.226669134694,32.8985316115778,27.0100055586437,45.0,97.2003499562555,100.0,99.8751560549313,48.4930539772727,33.436875,97.7698083604169
1004_0-20210925-18,11.7350621084742,28.0085138784227,29.402445803224,45.0,97.1608832807571,99.9182338511856,99.7333333333333,40.9948790896159,33.0069274537696,98.0685214991952
1004_0-20210925-19,11.4999332524762,26.6699051451142,27.5897720956087,43.0,96.7905405405405,99.9112688553682,99.4117647058824,51.4022332859175,38.1201564722617,98.0498016747466
1004_0-20210925-20,11.9988846847441,26.5360096703693,26.1389660922735,38.0,98.153547133139,99.8976458546571,100.0,44.3634850640114,32.2316216216216,98.2591876208897
1004_0-20210925-21,10.1712019231448,20.291738633487,28.8222222222222,45.0,97.5840336134454,100.0,99.6987951807229,58.2816642958748,43.3668421052632,98.2152230971129
1004_0-20210925-22,9.83590298530686,17.5726334196447,30.6414674819344,44.0,97.6913730255164,100.0,99.630314232902,66.7735277382646,38.193613086771,99.382292381606
1004_0-20210925-23,9.21923537558778,19.9476650186742,25.2912729294052,38.0,98.4070796460177,100.0,99.644128113879,47.5446941678521,38.9844523470839,99.0673886883273
1004_0-20210926-0,9.48197825783287,18.135217427619,24.055,39.0,98.1132075471698,100.0,100.0,37.3688477951636,27.157240398293,99.3808049535604
1004_0-20210926-1,8.12943909905332,13.1338842337268,21.0127848804892,36.0,98.8235294117647,99.4152046783626,100.0,36.1369318181818,17.3244460227273,99.8094248094248
1004_0-20210926-2,7.87523968855387,14.2603839086021,18.6631461923291,29.0,98.4962406015038,100.0,100.0,19.8479658605974,11.6415220483642,99.8751872191713
1004_0-20210926-3,7.28746730967849,16.0687476037494,21.2088888888889,32.0,99.0384615384616,100.0,100.0,21.5264295874822,8.3702987197724,100.020876826722
1004_0-20210926-4,5.49260175872782,16.8872052643422,17.2040022234575,30.0,98.8505747126437,100.0,100.0,10.8753058321479,5.70810810810811,100.068870523416
1004_0-20210926-5,5.16339200606856,17.5409247607502,17.2583333333333,29.0,99.1228070175439,99.1803278688525,100.0,7.52625889046942,4.93408250355619,100.0
1004_0-20210926-6,5.82159734016579,15.5685564403193,17.7376320177877,30.0,100.0,99.5305164319249,100.0,,,100.0
1004_0-20210926-7,7.3335370101505,19.797963022328,18.3044444444444,29.0,,99.5833333333333,,13.1119772403983,9.17220483641536,99.846337715554
1004_0-20210926-8,9.46489764447004,23.8270571849534,17.6525847693163,30.0,97.8823529411765,100.0,100.0,19.4283783783784,11.3840825035562,99.6729776247849
1004_0-20210926-9,9.64574773853397,22.5451933523308,21.9388888888889,35.0,98.6187845303867,99.8595505617978,99.1825613079019,28.9278125,22.5879545454545,99.2900341835393
1004_0-20210926-10,10.5211607106529,27.1862437956593,,,,,100.0,26.6038975817923,20.0749928876245,99.5246326707001
1004_0-20210926-11,10.6781484313584,28.1887513198938,22.3796553640912,38.0,98.2741116751269,99.783315276273,99.8242530755712,37.3635561877667,26.4534423897582,99.0311599895261
1004_0-20210926-12,10.2914919579994,23.2380217917491,24.0438888888889,35.0,97.4039460020769,100.0,99.8324958123953,46.7306685633002,28.9487908961593,97.8822377279961
1004_0-20210926-13,10.6738100275555,24.6096129692652,23.8326848249027,40.0,97.1135940409683,99.904671115348,99.6726677577741,41.4265149359886,28.0053627311522,98.2848620432513
1004_0-20210926-14,10.9496263379849,26.478284916758,27.8182323513063,44.0,96.8979591836735,100.0,99.8607242339833,48.0867567567568,38.4571834992888,98.4163851351351
1004_0-20210926-15,,,32.0233463035019,46.0,97.4193548387097,99.9118165784833,99.7690531177829,50.4204694167852,40.4429302987198,
1004_0-20210926-16,12.5130582936589,30.0303614474611,29.9321845469705,48.0,96.8023255813954,99.9234889058914,99.8941798941799,53.5907823613087,37.91893314367,98.1080553930174
1004_0-20210926-17,12.3839845423598,27.228033327506,32.3563090605892,50.0,97.0037453183521,100.0,99.8978549540347,48.7573011363636,33.4217897727273,98.4691887675507
1004_0-20210926-18,11.7689826459529,32.252760019517,31.1689827682046,48.0,97.609561752988,99.9198717948718,99.644128113879,49.2562446657184,37.5471834992888,97.8381829791116
1004_0-20210926-19,11.9815274118255,28.4099879326904,27.1745414118955,41.0,97.7469670710572,99.9068033550792,99.8789346246974,49.5046088193457,35.1614651493599,98.8461111727505
1004_0-20210926-20,11.4674031090679,26.0632377099246,27.290161200667,43.0,97.3377703826955,100.0,99.8628257887517,64.1739118065434,43.2952773826458,98.9348983806108
1004_0-20210926-21,9.93414801208407,18.8659187504984,28.3977777777778,47.0,97.5130890052356,100.0,100.0,58.7706685633001,58.1213086770982,98.7948684722042
1004_0-20210926-22,10.4946171937691,21.5163829913649,28.349082823791,46.0,96.7289719626168,99.6753246753247,100.0,43.7184210526316,36.5476386913229,98.935061928464
1004_0-20210926-23,10.5393935234958,20.7613316351749,30.1189549749861,49.0,97.2727272727273,99.4974874371859,100.0,48.7110953058322,34.7948079658606,100.12315270936
1004_0-20210927-0,,,26.6305555555556,40.0,98.3606557377049,100.0,,42.8583641536273,21.9679658605974,
1004_0-20210927-1,8.76844842842366,15.3874896928598,22.5197331851028,37.0,99.5614035087719,,,,,99.9386408958429
1004_0-20210927-2,7.19656325249189,11.348792541359,20.9811111111111,36.0,100.0,100.0,100.0,22.3049928876245,11.8515647226174,99.8499624906227
1004_0-20210927-3,7.27389635591661,13.254140199184,20.9477487493052,34.0,100.0,98.5507246376812,100.0,17.3321052631579,9.37167852062589,99.9016715830875
1004_0-20210927-4,6.8110941260984,15.8064335872744,17.9788888888889,30.0,98.9690721649485,100.0,100.0,10.3770981507824,4.97264580369844,100.040874718986
1004_0-20210927-5,7.73481388662314,15.0360708801644,18.9861033907727,34.0,98.2456140350877,100.0,100.0,14.4309388335704,7.94049786628734,99.9072700296736
1004_0-20210927-6,9.86406907672353,26.5764353231883,21.1845469705392,38.0,97.9559748427673,99.6569468267582,100.0,21.2587908961593,13.8851493598862,99.8861047835991
1004_0-20210927-7,11.0363411077034,30.6237075921276,21.5772222222222,37.0,97.3684210526316,100.0,100.0,27.3277524893314,15.1147937411095,98.3405382791801
1004_0-20210927-8,13.3015592162342,38.7767209400922,23.5947748749305,45.0,97.6653696498055,99.7161778618732,99.7690531177829,27.0068990042674,21.707012802276,97.9483952171177
1004_0-20210927-9,11.0352579565406,25.1674336139034,26.3674263479711,39.0,98.1429897864438,100.0,99.8148148148148,30.2889772727273,28.4152982954545,98.5702502062139
1004_0-20210927-10,11.3448779878178,26.142435415964,21.4055555555556,41.0,97.9939819458375,99.7896950578339,100.0,26.3990611664296,26.3659174964438,98.4415584415584
1004_0-20210927-11,10.7453198018972,25.1846840101149,19.9616453585325,35.0,98.4244670991659,99.7150997150997,99.7844827586207,24.9477524893314,23.5132432432432,98.1686138301231
1004_0-20210927-12,11.0074888508681,27.1582133425477,18.7448582545859,32.0,98.1571290009699,99.8017839444995,99.7747747747748,,,98.6226352472619
1004_0-20210927-13,10.5825614390415,25.0163108899185,21.1411895497499,35.0,97.3630831643002,100.0,100.0,26.8376813655761,24.5508677098151,98.6600186974135
1004_0-20210927-14,11.1010766145663,30.7602798551947,24.4061111111111,41.0,97.8087649402391,99.5979899497488,99.7409326424871,26.4555476529161,27.124253200569,98.2555665862998
1004_0-20210927-15,10.7872001749567,26.3657439780783,26.7682045580878,46.0,97.5265017667845,99.8262380538662,100.0,36.050213371266,32.891479374111,97.0566263260122
1004_0-20210927-16,10.601267907042,28.8605329274789,24.5272222222222,40.0,97.0099667774086,99.9137931034483,99.8220640569395,26.6699288762447,30.954466571835,98.5031185031185
1004_0-20210927-17,12.3413681688866,32.4187619576736,25.290161200667,47.0,96.7588932806324,100.0,100.0,33.6212926136364,31.7610795454545,98.488949030221
1004_0-20210927-18,13.1882309682164,30.932538465617,23.1456364647026,37.0,97.869101978691,99.7524752475248,100.0,35.882972972973,33.3723613086771,97.7365534943414
1004_0-20210927-19,12.7144418940835,28.1764667684932,26.8026681489717,46.0,97.1175166297118,100.0,99.8552821997106,39.3087339971551,31.8135561877667,98.0745956650897
1004_0-20210927-20,12.277121322398,29.8732354151927,27.2023346303502,48.0,97.5320829220138,99.9117387466902,,51.2000568990043,35.9742674253201,98.446876103071
1004_0-20210927-21,11.5954845088089,25.7309991572299,27.5244444444444,41.0,98.3382209188661,100.0,99.6753246753247,43.7050924608819,34.8435704125178,98.9166751037765
1004_0-20210927-22,10.1589966110284,24.0571317155158,28.8688160088938,42.0,97.7099236641221,100.0,99.5145631067961,56.6965149359886,36.9109388335704,98.8919667590028
1004_0-20210927-23,9.12656882417577,17.8569393009844,33.4018899388549,50.0,98.5386221294363,99.7732426303855,100.0,55.5064011379801,43.0487482219061,100.040816326531
1004_0-20210928-0,8.83279892228837,17.3765108477474,29.9727777777778,47.0,98.6798679867987,100.0,100.0,40.6852631578947,28.7525889046942,100.030111412225
1004_0-20210928-1,6.80254442559756,15.5684917697714,21.1639799888827,35.0,100.0,100.0,100.0,21.0418892045455,24.1476988636364,99.7128608130573
1004_0-20210928-2,5.62576467581154,14.7143274077754,18.0539188438021,31.0,98.5915492957747,100.0,100.0,13.8297439544808,11.482560455192,99.9605133267522
1004_0-20210928-3,6.68370344979556,14.5832434478243,18.305,30.0,96.9072164948454,100.0,100.0,21.4911948790896,7.94669985775249,100.0
1004_0-20210928-4,7.03264524864942,24.9136531415343,15.8360200111173,30.0,97.6,99.1803278688525,100.0,9.5647652916074,6.03574679943101,100.019083969466
1004_0-20210928-5,9.62613549473706,20.8912390488839,18.1327777777778,31.0,98.8095238095238,99.5475113122172,100.0,16.2681223328592,7.89267425320057,100.437868035633
1004_0-20210928-6,10.1903031525055,25.7641361218813,21.1406336853808,38.0,97.6666666666667,100.0,100.0,28.6600142247511,14.1867425320057,99.7554015491235
1004_0-20210928-7,11.7647534295816,27.6363720691141,22.6359088382435,41.0,97.9647218453189,100.0,100.0,30.1068421052632,17.3623755334282,98.9078498293515
1004_0-20210928-8,13.1801062742868,36.2028217338181,25.0227777777778,47.0,98.4767025089606,99.8220640569395,99.016393442623,32.9643385490754,22.9426742532006,97.9993218040014
1004_0-20210928-9,10.391896137168,26.4600077353108,22.893274041134,43.0,98.019801980198,99.7959183673469,100.0,23.6635653409091,22.4682954545455,98.2997823721436
1004_0-20210928-10,10.8640693382147,25.1132446544703,20.6314619232907,35.0,98.2914572864322,99.8964803312629,99.644128113879,19.1816358463727,23.4664153627312,98.3367983367983
1004_0-20210928-11,9.69176143711434,20.5020053846145,22.6272222222222,39.0,98.4545454545455,100.0,99.601593625498,22.1745945945946,26.9894452347084,98.6781334607422
1004_0-20210928-12,9.46519774998911,19.4328807045907,24.0466926070039,37.0,97.4285714285714,100.0,99.5951417004049,26.0775106685633,28.6515362731152,98.6582022796133
1004_0-20210928-13,11.7736098560439,26.9844737084161,20.5225125069483,31.0,97.8485370051635,99.8281786941581,99.808429118774,22.8874822190612,22.9335988620199,97.8844242510294
1004_0-20210928-14,11.3769702397228,27.2217469468515,20.3772222222222,36.0,98.1308411214953,99.8991935483871,99.5943204868154,23.2640540540541,22.1644238975818,98.9293361884368
1004_0-20210928-15,10.6570863457415,25.3551111368438,23.3201778765981,36.0,98.0698529411765,99.8130841121495,100.0,28.3711237553343,31.7359317211949,98.5145078439539
1004_0-20210928-16,12.6854752873327,31.7432397454341,21.9727626459144,38.0,98.5482493595218,99.9145299145299,99.8319327731092,22.3104694167852,27.8860455192034,97.854020400053
1004_0-20210928-17,11.6629249161436,28.9106997919836,27.4416666666667,45.0,97.70279971285,100.0,99.7198879551821,33.8827272727273,34.166875,97.7175463623395
1004_0-20210928-18,13.4182550041348,33.0162884322015,26.4785992217899,44.0,97.2991689750693,99.8616874135546,99.6661101836394,37.9000568990043,32.7770981507824,97.4278215223097
1004_0-20210928-19,13.8031740931572,30.3631264652145,28.5558643690939,50.0,97.3747016706444,99.5271867612293,99.6592844974446,36.8419772403983,40.7336415362731,97.2268626795857
1004_0-20210928-20,,,28.1745414118955,45.0,96.036036036036,100.0,100.0,39.028093883357,32.1628165007112,99.0423929416828
1004_0-20210928-21,10.8321968754925,25.3587965816557,29.1383333333333,42.0,96.4172813487882,99.7794928335171,99.5565410199557,39.8638691322902,32.0754196301565,99.122180259263
1004_0-20210928-22,8.66965391627785,17.3876160615349,29.0689271817677,47.0,97.3009446693657,100.0,100.0,51.7769559032717,32.9936984352774,99.4408102975311
1004_0-20210928-23,,,30.3162868260145,51.0,97.991967871486,100.0,100.0,41.705106685633,30.1906258890469,99.4544746070918
1004_0-20210929-0,9.3951754177805,16.6210451968509,25.99,42.0,96.6037735849057,100.0,100.0,45.0761308677098,26.081706970128,99.9577047793599
1004_0-20210929-1,8.42837031357132,18.9204011008453,21.6926070038911,35.0,98.5436893203884,100.0,100.0,18.6041051136364,13.6252556818182,99.9297259311314
1004_0-20210929-2,6.77453893929584,12.2822017784422,21.7105555555556,35.0,95.8333333333333,100.0,100.0,15.3635419630156,10.2119630156472,99.7064917127072
1004_0-20210929-3,6.94758314014906,19.3293099732879,22.3841022790439,35.0,96.6101694915254,100.0,100.0,15.3958036984353,9.90520625889047,100.082767753683
1004_0-20210929-4,7.0898456023847,24.8762579116274,18.7877777777778,34.0,96.039603960396,100.0,100.0,12.578307254623,9.04715504978663,100.158604282316
1004_0-20210929-5,8.56991517308477,29.1303144375554,17.745414118955,32.0,100.0,100.0,100.0,15.0840682788051,8.36694167852063,100.024706609018
1004_0-20210929-6,10.4509620281399,29.3143684626248,21.7122222222222,34.0,98.5074626865672,100.0,98.8023952095809,23.6356756756757,11.3305974395448,99.7774480712166
1004_0-20210929-7,10.0056568360114,27.1955181811214,24.757643135075,41.0,97.4025974025974,99.868593955322,100.0,27.786586059744,17.9182503556188,99.1644083107498
1004_0-20210929-8,12.5754210596576,31.4628441121266,23.4191217342968,37.0,97.6298997265269,99.9075785582255,99.7395833333334,37.3135988620199,23.3648079658606,98.7889063824634
1004_0-20210929-9,11.2672701027205,27.12401500887,24.8732629238466,43.0,97.7538185085355,99.8198198198198,99.390243902439,29.3728551136364,28.0868465909091,98.1930755622947
1004_0-20210929-10,10.5239325338163,20.6270183835957,20.9183333333333,33.0,,100.0,100.0,21.7582361308677,24.3102418207681,98.984126984127
1004_0-20210929-11,10.2724506873468,22.2012565382816,20.1823235130628,33.0,97.7754237288136,,100.0,19.651493598862,25.291280227596,
1004_0-20210929-12,11.9270217870824,30.1935790118867,19.1577777777778,34.0,98.3302411873841,99.9054820415879,100.0,25.4653769559033,25.138293029872,98.6944777911165
1004_0-20210929-13,10.7460344377723,27.7902466901296,,,,,,30.0623613086771,23.5484068278805,98.1551423590935
1004_0-20210929-14,10.665803712184,25.1994160625147,24.1888888888889,39.0,98.1739130434783,100.0,99.7647058823529,39.7260597439545,28.6882503556188,98.2851473922903
1004_0-20210929-15,10.8234719649564,27.0428437111334,23.3162868260145,39.0,97.7457168620379,99.8225377107365,99.5391705069125,35.1590896159317,25.27213371266,97.5080498390032
1004_0-20210929-16,10.8601531539339,27.4908786023016,23.7254030016676,38.0,98.1391585760518,99.9176276771005,99.2869875222816,28.6695021337127,27.5569132290185,97.4617346938776
1004_0-20210929-17,11.2602995323588,27.3269919473754,29.0444691495275,50.0,97.4530831099196,99.8606271777004,100.0,41.7899715909091,39.3319744318182,97.8810738850677
1004_0-20210929-18,12.2438038264153,27.3612015187802,30.5144444444444,48.0,96.4698331193838,99.869109947644,100.0,45.4866145092461,50.629786628734,97.0144595859773
1004_0-20210929-19,11.4920136402163,25.3499732802769,28.4652584769316,43.0,97.6580796252927,100.0,99.8333333333333,46.2924182076814,37.0980654338549,98.196672312444
1004_0-20210929-20,11.7447242210947,27.4346102795181,29.6714841578655,46.0,97.413096200485,99.9154691462384,99.6699669966997,47.1077809388336,34.5148364153627,98.7060839760069
1004_0-20210929-21,10.5056383153877,23.8519904629101,29.8665925514175,46.0,97.9292493528904,99.9080882352941,99.6699669966997,42.7216073968706,38.3807396870555,99.0467646069306
1004_0-20210929-22,10.6574116254531,24.8469122371977,31.2027777777778,48.0,97.6016684045881,100.0,99.792531120332,50.3297439544808,37.5286913229019,99.1794631344508
1004_0-20210929-23,9.29754365753719,15.8995433536324,32.6436909394108,47.0,98.4034833091437,100.0,100.0,53.431706970128,41.8794025604552,99.7329518359561
1004_0-20210930-0,9.40703904283193,17.0568935295794,26.0083379655364,39.0,98.4025559105431,99.2619926199262,100.0,51.8148364153627,21.7912375533428,100.21768707483
1004_0-20210930-1,8.51726216383164,13.4945404355077,21.6372222222222,34.0,97.3118279569893,99.4285714285714,100.0,40.2248721590909,19.2509659090909,100.056777856636
1004_0-20210930-2,8.05124295449304,13.80683061489,20.1867704280156,32.0,98.9010989010989,100.0,98.3870967741936,30.378293029872,10.2070412517781,100.060938452163
1004_0-20210930-3,7.80695971606013,16.6279405236383,21.1194444444444,37.0,100.0,100.0,100.0,24.5505263157895,7.84247510668563,99.8974509229417
1004_0-20210930-4,7.34000513129792,18.1315878275962,20.1039466370206,34.0,100.0,100.0,100.0,14.3627169274538,7.45322901849218,100.100329654579
1004_0-20210930-5,7.75588775868528,21.4811250139744,20.1327777777778,35.0,98.2876712328767,98.9169675090253,100.0,11.4345092460882,6.70883357041252,100.158052789632
1004_0-20210930-6,10.03365449908,23.318322005505,25.8160088938299,43.0,97.8159126365055,99.8371335504886,100.0,34.0966998577525,16.1013513513514,99.8815867377146
1004_0-20210930-7,11.8360498347439,27.7321668176633,27.881600889383,43.0,97.2789115646258,100.0,100.0,34.207012802276,21.9683641536273,98.9193172049613
1004_0-20210930-8,12.8097829248377,36.559042558627,28.0450250138966,51.0,97.5409836065574,99.9180327868853,99.8054474708171,36.9095590327169,27.0358748221906,98.3350976806852
1004_0-20210930-9,10.5458511527341,28.2341180061339,29.7361111111111,45.0,97.8146853146853,99.7245179063361,99.7946611909651,38.0299147727273,33.8280539772727,98.445062300484
1004_0-20210930-10,10.8216848358484,24.4075541591151,23.7726514730406,41.0,97.608095676173,99.812734082397,100.0,29.2695874822191,25.5070697012802,97.9748427672956
1004_0-20210930-11,11.1316992401734,27.8007911762671,23.3918843802112,45.0,97.5798644724105,99.8015873015873,99.7787610619469,28.4451920341394,28.0260455192034,
1004_0-20210930-12,10.6401868912386,26.5500064805288,21.7972222222222,35.0,97.5634517766498,,,32.6837126600285,29.1466429587482,98.029146426093
1004_0-20210930-13,10.4097869480617,27.1702717271045,21.692051139522,35.0,97.4499089253188,99.9107142857143,99.8223801065719,31.0779089615932,38.33,97.8633083345125
1004_0-20210930-14,11.5758522493703,25.8734324701507,23.9255141745414,47.0,,100.0,100.0,34.9501991465149,34.5428876244666,96.9186199631288
1004_0-20210930-15,12.2582118858198,27.0484485190663,25.8310172317954,44.0,96.7897271268058,99.837793998378,100.0,33.5313940256046,33.371493598862,97.8754400874105
1004_0-20210930-16,11.556483248758,25.6997745001512,27.6933333333333,43.0,97.3342939481268,100.0,99.8447204968944,30.9687055476529,34.143399715505,97.7780297018479
1004_0-20210930-17,12.4805835915809,30.2008518617292,29.3635352973874,47.0,97.0316622691293,100.0,99.488926746167,37.705625,36.5945596590909,97.6274165202109
1004_0-20210930-18,13.7093966628193,32.8023241275043,29.3001667593107,43.0,95.7627118644068,99.7929606625259,99.7566909975669,41.7073115220484,40.0345234708393,97.8656853725851
1004_0-20210930-19,13.8926249808784,30.650193347947,27.4196775986659,45.0,97.5247524752475,99.4875549048316,100.0,41.5741963015647,36.4068847795164,97.8215112607872
1004_0-20210930-20,12.8521981640859,29.4233497103749,28.6887159533074,49.0,96.3474025974026,99.8296422487223,99.7218358831711,43.1941536273115,33.2381792318634,98.0360592401803
1004_0-20210930-21,11.7697265170221,26.9251708996366,29.0622568093385,49.0,96.551724137931,100.0,99.8648648648649,43.3263584637269,38.0080369843528,98.530612244898
1004_0-20210930-22,10.2240226875996,21.0050591129736,30.7133333333333,48.0,97.8011472275335,99.8992950654582,100.0,50.2747652916074,38.301906116643,98.821812115525
1004_0-20210930-23,8.91728049784635,16.3217735787458,30.2134519177321,45.0,97.8658536585366,,100.0,48.768079658606,39.5503698435277,
1004_0-20211001-0,8.91607624825788,14.5278450700964,30.8054474708171,44.0,98.9847715736041,100.0,100.0,54.9808961593172,36.5205689900427,100.055151114053
1004_0-20211001-1,7.92711352765213,12.5214884960271,28.0872222222222,44.0,98.7603305785124,100.0,100.0,44.1296164772727,37.6295738636364,99.837775202781
1004_0-20211001-2,8.3616012102821,15.7024879895516,21.5102834908282,33.0,96.2616822429907,100.0,100.0,27.7802275960171,16.0803698435277,99.6709323583181
1004_0-20211001-3,7.17449652226575,15.2372230956158,21.1388888888889,32.0,97.1153846153846,100.0,100.0,14.4043527738265,8.82402560455192,100.0
1004_0-20211001-4,6.55058833845766,17.7824317570623,20.1395219566426,32.0,97.1698113207547,100.0,100.0,6.94728307254623,5.66146514935989,99.8416050686378
1004_0-20211001-5,8.00082353140754,15.8560998528727,20.4933333333333,34.0,98.1220657276995,100.0,100.0,12.1484779516358,7.40594594594595,100.047014574518
1004_0-20211001-6,12.3416534525154,22.8966691105891,24.7137298499166,43.0,97.9508196721311,100.0,100.0,,,99.081889530579
1004_0-20211001-7,11.3016474394449,26.2247041138391,23.9116175653141,39.0,97.2396486825596,99.7442455242967,99.0740740740741,29.7207112375533,19.0449359886202,98.9821218843795
1004_0-20211001-8,11.0488819629413,30.7511608110902,27.5730961645359,42.0,98.2990152193375,99.9113475177305,99.7701149425287,46.8174679943101,28.964253200569,98.5097692902086
1004_0-20211001-9,11.9077176835359,30.2026150594211,28.485,45.0,97.5299401197605,99.7557003257329,100.0,30.9313494318182,31.1325,98.9762680316426
1004_0-20211001-10,9.93198904142554,20.3156796501529,26.8354641467482,42.0,98.2578397212544,99.8256320836966,100.0,26.5521621621622,28.6654765291607,97.8943186332936
1004_0-20211001-11,10.9585740329464,26.0010840437967,25.1673151750973,45.0,98.6988847583643,99.9049429657795,99.8470948012233,25.4129445234708,28.8549075391181,98.9626296712911
1004_0-20211001-12,10.2323400796855,25.4165066482556,23.0188993885492,36.0,97.6945244956772,99.8109640831758,99.8054474708171,28.060839260313,24.0088904694168,98.3814769023266
1004_0-20211001-13,10.3362921354771,22.5065233555064,24.865,38.0,97.8761061946903,100.0,99.8239436619718,36.1315362731152,26.056372688478,98.6301369863014
1004_0-20211001-14,11.265329160039,26.3319199440028,24.7921067259589,43.0,98.0427046263345,99.812382739212,100.0,32.9392034139403,32.1921763869132,98.5016856036959
1004_0-20211001-15,11.2816896444404,28.0999914234338,27.4697053918844,42.0,97.7172958735733,99.9092558983666,99.8098859315589,36.1044950213371,29.8996870554765,98.3865430827326
1004_0-20211001-16,13.1536236559217,34.0083640103606,25.2356864924958,41.0,97.175572519084,99.7699386503067,99.4318181818182,28.9660881934566,29.8164864864865,97.9318734793187
1004_0-20211001-17,12.7005508800937,30.3501983754577,27.7477777777778,44.0,97.3873285434357,99.9322951929587,99.6992481203008,34.8419744318182,35.9265198863636,98.0470706059089
1004_0-20211001-18,12.4509313390897,28.7129873615838,28.1762090050028,53.0,97.7058029689609,100.0,100.0,38.4408677098151,36.7181650071124,97.7717094483889
1004_0-20211001-19,13.2301889257948,29.7097767204249,29.0611450806003,50.0,96.6358839050132,100.0,99.6124031007752,50.893399715505,39.9711948790896,97.8969194312796
1004_0-20211001-20,12.1259990070631,27.9078428959836,25.8710394663702,44.0,97.109375,100.0,99.8500749625187,43.1221763869132,34.837012802276,98.5365304514241
1004_0-20211001-21,12.3602993367197,29.6773363705404,24.7053918843802,40.0,97.9981801637853,100.0,99.5341614906832,37.6403129445235,36.4689473684211,98.3331290599338
1004_0-20211001-22,10.8921699125959,22.0688212956154,29.5872222222222,44.0,96.2854349951124,100.0,99.6289424860854,50.9420910384068,39.5409103840683,98.8326384752829
1004_0-20211001-23,10.2889245852237,20.1745543144828,28.5375208449138,45.0,97.0588235294118,99.8181818181818,100.0,45.5054480796586,39.4712091038407,99.6384418007931
1004_0-20211002-0,10.4835490843536,15.7495644492783,27.8265703168427,43.0,97.841726618705,100.0,100.0,56.1841536273115,33.6093029871977,99.5436105476674
1004_0-20211002-1,9.07428039658769,13.3168652882345,25.6133333333333,38.0,97.6109215017065,100.0,100.0,50.8590767045455,21.3099573863636,99.8519362186788
1004_0-20211002-2,7.2905095065157,12.6367965075287,20.6081156197888,34.0,97.6190476190476,100.0,100.0,26.2730156472262,12.8232432432432,100.118463360975
1004_0-20211002-3,7.9434758950339,14.3559614309884,20.0933333333333,34.0,99.3288590604027,100.0,100.0,16.3951351351351,9.17224751066856,100.293914246196
1004_0-20211002-4,10.4556401843425,15.2414679446116,18.0528071150639,32.0,98.5401459854015,100.0,100.0,13.982773826458,8.59724039829303,100.274133542197
1004_0-20211002-5,10.6812269344788,17.2603071567477,19.6305555555556,33.0,99.0384615384616,100.0,100.0,9.76351351351351,8.25896159317212,100.034019391053
1004_0-20211002-6,10.7776812963993,18.3363980913751,21.0800444691495,32.0,99.7191011235955,100.0,98.2456140350877,23.2479658605974,10.5818776671408,100.671570195075
1004_0-20211002-7,6.9861788132974,19.3145544320305,20.1788888888889,34.0,98.1171548117155,100.0,99.5614035087719,18.729786628734,12.3835135135135,99.7285326475211
1004_0-20211002-8,9.50336977002255,24.5666054051996,24.2657031684269,38.0,97.5903614457831,99.8567335243553,100.0,32.2485348506401,23.0073826458037,99.6973518284994
1004_0-20211002-9,10.4455497660816,25.3898524031064,29.7359644246804,45.0,97.6970770593446,99.8201438848921,99.7663551401869,39.6674431818182,37.4007528409091,98.501716782853
1004_0-20211002-10,11.4795468662848,29.1698475337348,28.5758754863813,41.0,97.7980258162491,99.7715156130998,99.8069498069498,37.9207965860597,36.5477098150782,97.974293059126
1004_0-20211002-11,11.4355214059303,27.329094549565,30.8532518065592,53.0,97.2593113141251,99.8517420311342,99.8527245949926,48.2077524893315,41.0411664295875,98.4328290606033
