dl_bler,ul_bler,conn_avg,conn_max,interx2in_succ_rate,interx2out_succ_rate,intraenb_succ_rate,dl_prb,ul_prb,reconfig_succ_rate
-1.3225261826011652,-1.3889840129543938,0.781895391915647,0.5347325653376931,0.026699309767918657,0.40674457795759267,0.5248907114387776,0.9627058250233236,2.5959417388251023,1.7158134420039644
-0.7181516050382364,-1.9112443919825721,-0.2932068659641044,-0.6005152377004644,0.22862052474949107,-4.08545866186919,0.5248907114387776,0.29105605578025806,-0.4752525528774517,1.2313418586186802
-1.5172138574108371,-1.8625457927167959,-0.48066181052054124,-0.2761587225467051,0.18760834405837404,-3.611406036234779,0.5248907114387776,-0.3426037809747289,-0.944518998713776,1.5456782180923112
-1.9628023250536533,-2.03119649407953,-1.3061533059267478,-0.9248717528542237,0.3992656122404404,0.40674457795759267,0.5248907114387776,-1.2780920444716974,-1.5385433686260044,1.8251350210395139
-1.15825809449859,-1.4096536065792022,-2.232676277064679,-1.8979412983155015,-0.13180809714508585,0.40674457795759267,0.5248907114387776,-1.4618732679697648,-1.773596182116874,1.1996079124660415
-0.5780849303027136,0.3783151440212023,-2.5185354866706833,-1.735763040738622,0.023337031439465243,0.40674457795759267,-2.419623325274071,-1.3723358562011259,-1.6689299636618486,1.522340489876475
-0.06778438360101233,0.3428218614590639,-1.5120998187317944,-1.4114065255848627,-0.03997331251206399,-0.36087381767827204,0.5248907114387776,-0.6955573066020594,-1.3640093595405476,1.1135342314033796
1.8864180601609672,1.228029513726106,-0.8246685360287431,-0.6005152377004644,-0.26888838199032755,0.40674457795759267,0.5248907114387776,-0.31227413810580035,-0.7963463868456055,-0.3927771853812357
0.9956332002948405,1.581124159366703,-0.8775282263558749,-0.43833698012358474,0.097919646786857,-0.2622589158749695,-1.362618286453973,0.1881318799419094,-0.48460629160075064,-1.373155044502597
0.29093152535553235,0.4102291994484833,-0.014798963572440179,-0.11398046496982547,0.17374800178470964,0.40674457795759267,-0.17785726868371748,-0.03672343911321079,0.12393654786793215,-1.2728825551275973
0.2632742200922412,-0.021647724009848306,-0.14563045087099807,-0.2761587225467051,-0.22652156721622965,-0.07830788068566374,0.5248907114387776,-0.26585868857454703,0.29864252795423274,-0.2826214103978201
0.4376488265233772,-0.14459154426621448,-0.40919170613225914,-0.11398046496982547,-0.18381950128373759,0.40674457795759267,0.5248907114387776,-0.2617876029745371,0.1987493768282946,-1.2620124889060265
1.2313442060233335,1.0665340625357242,-1.000197161004222,-0.7626934952773441,0.029874493178370737,0.40674457795759267,-1.9339936615989881,-0.5624060051569658,-0.29924525949900216,-0.6817413398654669
0.5395186508877107,0.7645102208650474,-1.1160871413447937,-0.9248717528542237,-0.037721874264645294,0.40674457795759267,-0.10562621291077406,-0.5203153257795127,-0.13608475505157697,-1.3621934378881468
0.39448902280733344,0.5315108477547112,-0.16685194944362078,-0.6005152377004644,0.17537925745230118,-0.20332140095437928,-1.8213356126352658,-0.4406550669634978,-0.12206069925664224,-0.18484472106716915
0.984154451780511,1.0417258853399796,-0.3970613024079221,-0.11398046496982547,0.07854116684153196,0.09528984135516683,-1.1324342623208852,-0.28224891670140445,0.02509273591613861,-0.8833597603986567
0.3514020642078564,0.6301364174014541,0.11793080439026299,1.0212673380683321,-0.07898991770376368,-0.17186911048618503,-0.08097637430451707,-0.171792456032776,0.26399628488505816,-0.865622813748135
1.14442136434952,1.1171834856735143,0.4997193183869322,0.8590890804914524,0.08423927389240665,0.40674457795759267,0.0880191926388348,0.18254848690115497,0.34927717585184936,-2.0697859178281783
1.3310912670916408,1.3812636527585118,0.6141967681376507,1.3456238532220914,-0.015618131470747327,0.17021100255833918,-0.2677106443386021,0.5913535513889909,0.5469550147184917,-1.9086947016072766
1.41015065944068,1.2034263629125943,1.1219272196196721,1.1834455956452117,0.05339580558580542,0.19512546238557363,0.12965392798756048,1.0454169163426263,1.0349342800584014,-0.34368748413553973
0.5305417037680115,0.5151280018059637,1.4458599794410094,1.507802110798971,0.06082516046886677,-0.14396641992644071,0.09628604816189883,1.1217561134567595,2.4501568135362923,-0.32236494648695824
0.7367441658926667,0.3624291372018146,1.4239262868342042,0.8590890804914524,-0.24934963709691063,0.40674457795759267,0.15956638926594266,0.8796960382131446,2.0921973924470123,0.11913452625854273
1.125209531612014,0.31344728074731004,0.9076388690902595,1.1834455956452117,0.34143333281405436,0.05976142257438071,0.5248907114387776,1.0894830263106092,1.1448151322161961,-0.3782110142326806
-0.22541223530141935,-0.9335053468061121,1.1962024646238847,0.6969108229145727,-0.08091392797976207,0.40674457795759267,0.5248907114387776,2.0985574580250312,1.3299305934626025,0.9932788039884651
0.27501241470161697,-1.6687907401292528,1.0888372659608823,0.6969108229145727,0.17287450477396504,0.40674457795759267,0.5248907114387776,1.4976669882248927,2.1469782636986285,1.2313574412241168
-1.0707912202355547,-1.1752046627282953,-0.9692441282330132,-1.249228268007983,0.19936708117960783,0.40674457795759267,0.5248907114387776,-0.6457875243388872,-0.44605040794990924,1.2636160608863092
-0.5376395122087404,-0.5137849317651924,-1.2391111227764036,-1.249228268007983,0.19936708117960783,0.40674457795759267,0.5248907114387776,-1.3327136378295859,-1.6894161069880662,1.4515849588179257
-1.4446601607559546,-1.6885411753063777,-0.9046039314313132,-0.9248717528542237,0.4808568494081381,-2.880833197290585,0.5248907114387776,-1.0908640199711888,-1.454224943719542,1.343190039667303
-1.562146540723294,-1.581447454653972,-1.3801434971490678,-1.4114065255848627,0.5347900400783189,0.40674457795759267,0.5248907114387776,-1.5516301720262322,-1.6610797666947597,1.2811438657894103
-1.4079101508776386,-0.8753895791847144,-1.1709703273084837,-1.249228268007983,0.2078935588077878,-1.2538176656624906,0.5248907114387776,-1.519344952140556,-1.5596313334850198,1.3199648265480055
0.08425244565724556,0.5098526329826321,-0.2958885532901136,0.048197792607054174,0.14625394490738258,0.40674457795759267,-0.8640310039916572,-0.5171078706386729,-1.0566872338621245,1.1424794536669354
0.9729922711161654,1.6555217435482956,-0.7934959705136734,-0.43833698012358474,0.07850416958826556,0.40674457795759267,-1.7845320624536443,-0.47815957079913657,-0.8928026989116384,0.5089204980268884
1.178511282260986,1.6644009647313498,-0.7949595221393659,-0.2761587225467051,-0.09941215077433559,-0.28281092998653545,-2.8499104767707943,-0.3548545389696833,-0.6172745050530763,-0.3462357267271372
0.8704714884644661,0.6818808044977236,0.5403103129125114,0.37255430776081344,-0.12748650581960885,-0.21084593390112877,-2.9311116790692986,0.33059335594218836,0.30063686751187035,-1.509990504345746
0.7684873544047461,0.33261844467928897,-0.25210383164058464,-0.2761587225467051,0.03223880111234845,0.07051503276166643,0.5248907114387776,0.11856716339003949,-0.1062945891780738,-1.1281615427624376
0.9080603481865968,0.6656452373282554,-0.42765691690016605,-0.11398046496982547,-0.5333230586090147,-0.6232244085915765,-0.14891112762598835,-0.2403633909196221,0.14191067650849615,-1.2810429664554355
0.8588526370586017,0.5826072883399495,-1.007540395772133,-0.6005152377004644,0.19354479386716086,0.05976142257438071,-1.4965148057552693,-0.7536852616837185,-0.5580181423687618,-1.699720070782075
0.9408439663292102,1.0154543134556757,-0.8935730871478177,-0.7621935855007574,-0.08469925243317913,0.40674457795759267,0.5248907114387776,-0.16836330265145394,0.40078386296706225,-0.4873835294620533
0.9757073427391619,0.9630315673521171,-0.6762005740703105,-0.43833698012358474,-0.18814571367018781,0.0913664774250851,-1.6088151122661054,-0.384555485335765,0.15930585521894278,-0.7049748548041495
1.1174405410666308,1.1858953000354782,-0.989367963086372,0.048197792607054174,0.1704597563548666,0.1174377337357038,-0.07358775130765222,0.23367266925078203,-0.07097273802802494,-1.0440414384713763
0.8076654579681196,0.866768784021419,-0.6793389437091711,-0.43833698012358474,-0.28102850057051104,0.40674457795759267,-0.06996060910924759,-0.254195816958576,-0.10922991029398747,-1.4975101672759432
1.885017808278331,1.042485600896135,0.29847087405741246,0.21037605018393382,-0.14035760827207783,-0.30440662324307255,-0.013411671872387048,0.9968547427448569,0.7267199358778061,-1.8782883390891938
